<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MSFT;D;240416;000000;414.57;418.4;413.7301;414.6;6808706
MSFT;D;240417;000000;417.25;418.88;410.33;411.88;7386703
MSFT;D;240418;000000;410.63;411.89;403.95;404.16;8640546
MSFT;D;240419;000000;404.03;405.48;397.77;399.1;9937547
MSFT;D;240422;000000;400.08;402.85;395.75;401.03;8404606
MSFT;D;240423;000000;404.235;408.2;403.06;407.72;6353337
MSFT;D;240424;000000;409.56;412.47;406.78;408.96;5777587
MSFT;D;240425;000000;393.8;399.8899;388.03;399.7;20243100
MSFT;D;240426;000000;412.17;413;405.7601;406.14;16746591
MSFT;D;240429;000000;405.25;406.32;399.19;402.27;10035081
MSFT;D;240430;000000;401.49;402.16;389.17;389.29;12633170
MSFT;D;240501;000000;392.61;401.7199;390.31;394.9;11508608
MSFT;D;240502;000000;397.66;399.82;394.6515;397.94;7291640
MSFT;D;240503;000000;402.28;407.15;401.86;406.84;8063330
MSFT;D;240506;000000;408.76;413.93;406.3701;413.64;6707624
MSFT;D;240507;000000;414.66;414.67;409.09;409.27;7507224
MSFT;D;240508;000000;408.17;412.23;406.7132;410.47;4784287
MSFT;D;240509;000000;410.6;412.72;409.1;412.36;4925999
MSFT;D;240510;000000;412.935;415.38;411.8;414.71;5229118
MSFT;D;240513;000000;418.01;418.348;410.82;413.75;5961728
MSFT;D;240514;000000;412.02;417.49;411.55;416.42;6202649
MSFT;D;240515;000000;417.825;423.81;417.27;423.19;7735377
MSFT;D;240516;000000;421.8;425.42;420.35;420.96;7048401
MSFT;D;240517;000000;422.54;422.6;418.025;420.24;5169926
MSFT;D;240520;000000;420.125;426.77;420.05;425.43;6192190
MSFT;D;240521;000000;426.825;432.97;424.85;429.06;10191620
MSFT;D;240522;000000;430.09;432.41;427.13;430.48;6754676
MSFT;D;240523;000000;433;433.6;425.424;427.15;6834469
MSFT;D;240524;000000;427.19;431.055;424.41;430.13;4989818
MSFT;D;240528;000000;429.63;430.82;426.6;430.3;6964127
MSFT;D;240529;000000;425.69;430.94;425.69;429.38;6616247
MSFT;D;240530;000000;424.3;424.3;414.24;414.63;14544920
MSFT;D;240531;000000;416.75;416.75;404.51;415.32;16967377
MSFT;D;240603;000000;415.525;416.43;408.9234;413.54;8068759
MSFT;D;240604;000000;412.43;416.44;409.675;416.07;5720961
MSFT;D;240605;000000;417.81;424;416.3;423.975;7367349
MSFT;D;240606;000000;424.01;425.31;420.58;424.59;5696024
MSFT;D;240607;000000;426.2;426.28;423.05;423.86;5408295
MSFT;D;240610;000000;424.86;428.05;423.89;428;5564644
MSFT;D;240611;000000;425.475;432.725;425.275;432.7;5993971
MSFT;D;240612;000000;435.32;443.4;433.25;441.13;10328492
MSFT;D;240613;000000;440.85;443.39;439.37;441.4;6550768
MSFT;D;240614;000000;438.275;443.1376;436.721;442.55;5743071
MSFT;D;240617;000000;442.585;450.94;440.72;448.39;9226893
MSFT;D;240618;000000;449.705;449.98;444.89;446.42;7174211
MSFT;D;240620;000000;446.3;446.53;441.27;445.77;9059756
MSFT;D;240621;000000;447.38;450.52;446.51;449.8;7469489
MSFT;D;240624;000000;449.8;452.75;446.41;447.61;6870501
MSFT;D;240625;000000;448.25;451.42;446.75;451;5559232
MSFT;D;240626;000000;449;453.6;448.19;452.14;5819762
MSFT;D;240627;000000;452.175;456.17;451.8;452.955;6309333
MSFT;D;240628;000000;453.07;455.38;446.41;446.91;9246891
MSFT;D;240701;000000;448.66;457.37;445.66;456.65;8569835
MSFT;D;240702;000000;453.2;459.54;453.113;459.37;5932005
MSFT;D;240703;000000;458.19;461.02;457.88;460.77;4793628
